,Accident_Index,Accident Date,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
353,200901BS70414,7/26/2021,Sunday,Auto traffic signal,Crossroads,Slight,51.495658,Darkness - lights lit,Kensington and Chelsea,None,-0.173622,1,2,Metropolitan Police,Dry,Single carriageway,30,3:40,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
354,200901BS70415,7/28/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.480177,Daylight,Kensington and Chelsea,None,-0.178561,1,1,Metropolitan Police,Dry,Single carriageway,30,9:14,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
355,200901BS70416,7/28/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.482416,Daylight,Kensington and Chelsea,None,-0.172135,1,2,Metropolitan Police,Dry,Single carriageway,30,8:03,Urban,Fine no high winds,Car
356,200901BS70417,6/5/2021,Friday,Give way or uncontrolled,Roundabout,Slight,51.517796,Daylight,Kensington and Chelsea,None,-0.215545,1,2,Metropolitan Police,Dry,Roundabout,30,18:54,Urban,Fine no high winds,Car
357,200901BS70418,7/28/2021,Tuesday,Give way or uncontrolled,Crossroads,Serious,51.498461,Daylight,Kensington and Chelsea,None,-0.157374,1,2,Metropolitan Police,Dry,Single carriageway,30,8:20,Urban,Fine no high winds,Car
358,200901BS70420,7/29/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.499443,Daylight,Kensington and Chelsea,None,-0.197388,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,16:16,Urban,Fine no high winds,Car
359,200901BS70422,8/2/2021,Sunday,Auto traffic signal,Crossroads,Slight,51.490715,Daylight,Kensington and Chelsea,None,-0.19125,1,2,Metropolitan Police,Dry,Single carriageway,30,10:00,Urban,Fine no high winds,Car
360,200901BS70423,7/29/2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.483952,Daylight,Kensington and Chelsea,None,-0.184172,1,2,Metropolitan Police,Dry,Single carriageway,30,13:10,Urban,Fine no high winds,Car
361,200901BS70424,7/27/2021,Monday,Auto traffic signal,Crossroads,Slight,51.495208,Darkness - lights lit,Kensington and Chelsea,None,-0.179403,1,1,Metropolitan Police,Dry,Dual carriageway,30,22:00,Urban,Fine no high winds,Car
362,200901BS70425,7/29/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.499024,Daylight,Kensington and Chelsea,None,-0.164555,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,7:52,Urban,Raining no high winds,Van / Goods 3.5 tonnes mgw or under
363,200901BS70426,7/14/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.499021,Daylight,Kensington and Chelsea,None,-0.164411,1,1,Metropolitan Police,Dry,Single carriageway,30,13:50,Urban,Fine no high winds,Car
364,200901BS70427,7/29/2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.502116,Daylight,Kensington and Chelsea,None,-0.189934,1,2,Metropolitan Police,Dry,Single carriageway,30,18:00,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
365,200901BS70428,8/1/2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.502159,Daylight,Kensington and Chelsea,None,-0.186906,1,2,Metropolitan Police,Dry,Single carriageway,30,10:20,Urban,Fine no high winds,Car
366,200901BS70429,7/29/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.493134,Daylight,Kensington and Chelsea,None,-0.156004,1,2,Metropolitan Police,Dry,Single carriageway,30,12:35,Urban,Fine no high winds,Car
367,200901BS70431,8/4/2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.492747,Daylight,Kensington and Chelsea,None,-0.200533,1,3,Metropolitan Police,Dry,Dual carriageway,30,14:55,Urban,Fine no high winds,Car
368,200901BS70432,8/5/2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.493431,Daylight,Kensington and Chelsea,None,-0.169245,1,2,Metropolitan Police,Dry,Single carriageway,30,7:25,Urban,Fine no high winds,Car
369,200901BS70433,8/4/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.494177,Daylight,Kensington and Chelsea,None,-0.182469,1,1,Metropolitan Police,Dry,Single carriageway,30,19:12,Urban,Fine no high winds,Motorcycle 50cc and under
370,200901BS70434,8/5/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Serious,51.481486,Daylight,Kensington and Chelsea,None,-0.187583,2,1,Metropolitan Police,Dry,Single carriageway,30,8:30,Urban,Fine no high winds,Car
371,200901BS70436,8/7/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.492829,Daylight,Kensington and Chelsea,None,-0.17676,1,1,Metropolitan Police,Dry,Single carriageway,30,15:15,Urban,Fine no high winds,Car
372,200901BS70438,8/6/2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.503587,Darkness - lights lit,Kensington and Chelsea,None,-0.215524,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,20:20,Urban,Raining no high winds,Motorcycle over 500cc
373,200901BS70439,8/9/2021,Sunday,Give way or uncontrolled,T or staggered junction,Serious,51.49817,Daylight,Kensington and Chelsea,None,-0.161708,1,1,Metropolitan Police,Dry,Single carriageway,30,16:00,Urban,Fine no high winds,Car
374,200901BS70440,8/8/2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.480114,Darkness - lights lit,Kensington and Chelsea,None,-0.186053,1,2,Metropolitan Police,Dry,Single carriageway,30,0:15,Urban,Fine no high winds,Motorcycle over 500cc
375,200901BS70441,7/31/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.490623,Daylight,Kensington and Chelsea,None,-0.173679,1,1,Metropolitan Police,Dry,Single carriageway,30,13:35,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
376,200901BS70442,8/10/2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.516171,Daylight,Kensington and Chelsea,None,-0.209267,1,2,Metropolitan Police,Dry,Single carriageway,30,9:30,Urban,Fine no high winds,Car
377,200901BS70443,7/31/2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.483075,Darkness - lights lit,Kensington and Chelsea,None,-0.185647,1,2,Metropolitan Police,Dry,Single carriageway,30,23:20,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
378,200901BS70444,8/6/2021,Thursday,Auto traffic signal,T or staggered junction,Slight,51.49217,Daylight,Kensington and Chelsea,None,-0.157627,2,1,Metropolitan Police,Dry,Single carriageway,30,9:06,Urban,Fine no high winds,Car
379,200901BS70445,7/28/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.52198,Daylight,Kensington and Chelsea,None,-0.212787,1,2,Metropolitan Police,Dry,Single carriageway,30,12:46,Urban,Fine no high winds,Car
380,200901BS70446,7/31/2021,Friday,Auto traffic signal,Crossroads,Serious,51.494469,Daylight,Kensington and Chelsea,None,-0.195567,1,1,Metropolitan Police,Dry,Dual carriageway,30,7:38,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
381,200901BS70447,8/12/2021,Wednesday,Auto traffic signal,Crossroads,Serious,51.493429,Daylight,Kensington and Chelsea,None,-0.169101,1,2,Metropolitan Police,Dry,Single carriageway,30,14:20,Urban,Fine no high winds,Car
382,200901BS70448,8/9/2021,Sunday,Give way or uncontrolled,T or staggered junction,Serious,51.492519,Darkness - lights lit,Kensington and Chelsea,None,-0.156893,1,1,Metropolitan Police,Dry,One way street,30,3:30,Urban,Fine no high winds,Car
383,200901BS70450,8/13/2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.494854,Daylight,Kensington and Chelsea,None,-0.203043,2,4,Metropolitan Police,Dry,One way street,30,12:31,Urban,Fine no high winds,Car
384,200901BS70451,8/16/2021,Sunday,Give way or uncontrolled,Crossroads,Slight,51.488673,Daylight,Kensington and Chelsea,None,-0.169724,1,2,Metropolitan Police,Dry,Single carriageway,30,17:13,Urban,Fine no high winds,Motorcycle over 500cc
385,200901BS70452,8/7/2021,Friday,Auto traffic signal,Crossroads,Slight,51.516807,Darkness - lights lit,Kensington and Chelsea,None,-0.209674,1,1,Metropolitan Police,Dry,Single carriageway,30,22:22,Urban,Fine no high winds,Motorcycle over 500cc
386,200901BS70454,8/18/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.496896,Daylight,Kensington and Chelsea,None,-0.16075,2,2,Metropolitan Police,Dry,Single carriageway,30,10:05,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
387,200901BS70455,8/18/2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.495049,Daylight,Kensington and Chelsea,None,-0.174943,1,1,Metropolitan Police,Dry,Single carriageway,30,10:00,Urban,Fine no high winds,Car
388,200901BS70457,8/12/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.480786,Daylight,Kensington and Chelsea,None,-0.177241,1,3,Metropolitan Police,Dry,Single carriageway,30,6:00,Urban,Fine no high winds,Car
389,200901BS70458,8/13/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.48448,Daylight,Kensington and Chelsea,None,-0.183431,1,2,Metropolitan Police,Dry,Single carriageway,30,18:00,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
390,200901BS70459,8/12/2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.483139,Daylight,Kensington and Chelsea,None,-0.178155,2,3,Metropolitan Police,Dry,Single carriageway,30,17:45,Urban,Fine no high winds,Car
391,200901BS70460,8/17/2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.48266,Daylight,Kensington and Chelsea,None,-0.170541,1,2,Metropolitan Police,Dry,Single carriageway,30,18:10,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t
392,200901BS70461,8/18/2021,Tuesday,Give way or uncontrolled,Crossroads,Slight,51.518471,Daylight,Kensington and Chelsea,None,-0.218546,1,1,Metropolitan Police,Dry,Single carriageway,30,9:06,Urban,Fine no high winds,Car
393,200901BS70462,8/21/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.50806,Daylight,Kensington and Chelsea,None,-0.202236,1,2,Metropolitan Police,Dry,Single carriageway,30,16:50,Urban,Fine no high winds,Car
394,200901BS70464,8/20/2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.491921,Daylight,Kensington and Chelsea,None,-0.158934,1,2,Metropolitan Police,Dry,Single carriageway,30,6:38,Urban,Fine no high winds,Car
395,200901BS70465,8/14/2021,Friday,Auto traffic signal,Crossroads,Slight,51.492655,Darkness - lights lit,Kensington and Chelsea,None,-0.200393,4,2,Metropolitan Police,Dry,Dual carriageway,30,0:20,Urban,Fine no high winds,Car
396,200901BS70466,8/21/2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.502951,Daylight,Kensington and Chelsea,None,-0.19163,1,1,Metropolitan Police,Dry,Single carriageway,30,13:27,Urban,Fine no high winds,Car
397,200901BS70467,8/16/2021,Sunday,Give way or uncontrolled,Crossroads,Slight,51.522,Daylight,Kensington and Chelsea,None,-0.208173,1,2,Metropolitan Police,Dry,Single carriageway,30,18:30,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
398,200901BS70468,8/20/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.508127,Darkness - lights lit,Kensington and Chelsea,None,-0.194884,1,1,Metropolitan Police,Dry,One way street,30,19:35,Urban,Fine no high winds,Car
399,200901BS70469,7/21/2021,Tuesday,Authorised person,Crossroads,Slight,51.483253,Daylight,Kensington and Chelsea,None,-0.185496,1,2,Metropolitan Police,Dry,Single carriageway,30,10:25,Urban,Fine no high winds,Car
400,200901BS70470,8/15/2021,Saturday,Auto traffic signal,T or staggered junction,Slight,51.480287,Daylight,Kensington and Chelsea,None,-0.185614,1,2,Metropolitan Police,Dry,Single carriageway,30,13:00,Urban,Fine no high winds,Car
401,200901BS70471,8/21/2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.517458,Daylight,Kensington and Chelsea,None,-0.217,1,2,Metropolitan Police,Dry,Single carriageway,30,8:05,Urban,Fine no high winds,Car
402,200901BS70474,8/24/2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.492899,Daylight,Kensington and Chelsea,None,-0.169699,1,2,Metropolitan Police,Dry,Single carriageway,30,14:26,Urban,Fine no high winds,Car
403,200901BS70475,8/23/2021,Sunday,Auto traffic signal,T or staggered junction,Slight,51.507804,Daylight,Kensington and Chelsea,None,-0.20311,1,2,Metropolitan Police,Dry,Single carriageway,30,16:50,Urban,Fine no high winds,Car
404,200901BS70477,8/17/2021,Monday,Auto traffic signal,Crossroads,Slight,51.495031,Daylight,Kensington and Chelsea,None,-0.173791,1,1,Metropolitan Police,Dry,Single carriageway,30,7:55,Urban,Fine no high winds,Car
405,200901BS70478,6/24/2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.503186,Daylight,Kensington and Chelsea,None,-0.212802,1,2,Metropolitan Police,Dry,One way street,30,15:00,Urban,Fine no high winds,Car
406,200901BS70479,8/14/2021,Friday,Auto traffic signal,Crossroads,Serious,51.5159,Daylight,Kensington and Chelsea,None,-0.209133,1,2,Metropolitan Police,Dry,Single carriageway,30,14:07,Urban,Fine no high winds,Car
407,200901BS70480,8/27/2021,Thursday,Auto traffic signal,T or staggered junction,Slight,51.494682,Daylight,Kensington and Chelsea,None,-0.186051,1,1,Metropolitan Police,Dry,Single carriageway,30,13:35,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
408,200901BS70481,8/31/2021,Monday,Auto traffic signal,Crossroads,Serious,51.497467,Darkness - lights lit,Kensington and Chelsea,None,-0.203373,2,2,Metropolitan Police,Dry,Single carriageway,30,3:40,Urban,Fine no high winds,Car
409,200901BS70482,8/28/2021,Friday,Give way or uncontrolled,Mini-roundabout,Slight,51.493667,Daylight,Kensington and Chelsea,None,-0.184362,1,2,Metropolitan Police,Dry,Roundabout,30,12:37,Urban,Fine no high winds,Car
410,200901BS70483,8/31/2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.512976,Darkness - lights lit,Kensington and Chelsea,None,-0.217895,1,1,Metropolitan Police,Dry,Single carriageway,30,22:00,Urban,Fine no high winds,Car
411,200901BS70484,8/28/2021,Friday,Give way or uncontrolled,Crossroads,Serious,51.492072,Daylight,Kensington and Chelsea,None,-0.168579,2,1,Metropolitan Police,Dry,Single carriageway,30,14:45,Urban,Fine no high winds,Car
412,200901BS70485,8/27/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.490437,Daylight,Kensington and Chelsea,None,-0.167493,1,1,Metropolitan Police,Dry,Single carriageway,30,17:19,Urban,Fine no high winds,Car
413,200901BS70486,8/31/2021,Monday,Auto traffic signal,Crossroads,Slight,51.483253,Daylight,Kensington and Chelsea,None,-0.185496,1,2,Metropolitan Police,Dry,One way street,30,16:40,Urban,Fine no high winds,Car
414,200901BS70488,9/4/2021,Friday,Auto traffic signal,Crossroads,Slight,51.497136,Daylight,Kensington and Chelsea,Other object on road,-0.158868,1,1,Metropolitan Police,Dry,Single carriageway,30,15:55,Urban,Fine no high winds,Car
415,200901BS70489,9/4/2021,Friday,Give way or uncontrolled,Mini-roundabout,Slight,51.492941,Daylight,Kensington and Chelsea,None,-0.183959,1,2,Metropolitan Police,Dry,Roundabout,30,16:40,Urban,Fine no high winds,Car
416,200901BS70490,9/2/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.526077,Daylight,Kensington and Chelsea,None,-0.210176,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,13:35,Urban,Raining no high winds,Car
417,200901BS70491,9/3/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.48046,Daylight,Kensington and Chelsea,None,-0.185175,1,2,Metropolitan Police,Dry,Single carriageway,30,18:30,Urban,Fine no high winds,Car
418,200901BS70492,9/4/2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.492045,Daylight,Kensington and Chelsea,None,-0.178376,1,1,Metropolitan Police,Dry,Single carriageway,30,9:05,Urban,Fine no high winds,Car
419,200901BS70493,9/2/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.489214,Daylight,Kensington and Chelsea,None,-0.164084,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,18:00,Urban,Raining no high winds,Car
420,200901BS70495,9/6/2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.496264,Daylight,Kensington and Chelsea,None,-0.195352,1,2,Metropolitan Police,Dry,Single carriageway,30,15:49,Urban,Fine no high winds,Car
421,200901BS70496,9/8/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.491724,Daylight,Kensington and Chelsea,None,-0.192506,1,1,Metropolitan Police,Dry,One way street,30,12:02,Urban,Fine no high winds,Car
422,200901BS70498,9/6/2021,Sunday,Give way or uncontrolled,Crossroads,Slight,51.522177,Darkness - lights lit,Kensington and Chelsea,None,-0.208022,1,1,Metropolitan Police,Dry,Single carriageway,30,0:10,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
423,200901BS70499,9/3/2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.48542,Daylight,Kensington and Chelsea,None,-0.151562,1,2,Metropolitan Police,Dry,Single carriageway,30,17:50,Urban,Fine no high winds,Car
424,200901BS70500,9/8/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.482547,Daylight,Kensington and Chelsea,None,-0.186388,1,3,Metropolitan Police,Dry,Single carriageway,30,17:30,Urban,Fine no high winds,Car
425,200901BS70501,9/9/2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.509131,Daylight,Kensington and Chelsea,None,-0.195853,1,2,Metropolitan Police,Dry,Dual carriageway,30,12:30,Urban,Fine no high winds,Car
426,200901BS70503,9/14/2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.497595,Daylight,Kensington and Chelsea,None,-0.165188,1,2,Metropolitan Police,Dry,Single carriageway,30,6:35,Urban,Fine no high winds,Car
427,200901BS70504,9/14/2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.500994,Daylight,Kensington and Chelsea,None,-0.193004,1,2,Metropolitan Police,Dry,Single carriageway,30,11:59,Urban,Fine no high winds,Car
